,name,price,description,trassmition,model,milage,fuel,Brand,Segment
1821,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1822,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1823,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1824,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1825,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1826,Renault Megane,32837,Iv 1.8 Tce 280 R.s. Kam Nav Head Shz,Manual,2020,13615,Petrol,Renault,Unknown
1827,Peugeot 3008,21618,Active 1.2 Pure Tech 130,Manual,2019,39400,Petrol,Peugeot,Mid-Range
1828,Peugeot 2008,30295,130 Eat8 Gt Alcantarap Shz Nav Acc Keyl 360,Automatic,2024,10,Petrol,Peugeot,Mid-Range
1829,Peugeot 508,48617,Sw Gt Bluehdi 130 Eat8,Automatic,2024,12800,Diesel,Peugeot,Mid-Range
1830,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1831,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1832,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1833,Peugeot 208,12421,Style 1.2 Pure Tech 82 5t,Manual,2018,39670,Petrol,Peugeot,Mid-Range
1834,Peugeot 208,19008,Ptech 100 Allure *navi*pano*kamera*sitzh*,Manual,2020,40949,Petrol,Peugeot,Mid-Range
1835,Peugeot 208,22199,100 Allure Shz Kam180° Privg Led Pdc Mirrorl,Manual,2024,10,Petrol,Peugeot,Mid-Range
1836,Peugeot 208,15932,Ptech 75 Active Pack *apple/android*sitzh*ahk*,Manual,2021,45974,Petrol,Peugeot,Mid-Range
1837,Peugeot 208,14108,Ptech 82 Active *sitzh*einparkh*city-paket*,Manual,2019,32708,Petrol,Peugeot,Mid-Range
1838,Nissan Qashqai,34814,Mhev Cvt 158 Tekna Facelift Hud Bose 360,Automatic,2024,10,Petrol,Nissan,Mid-Range
1839,Peugeot 2008,30295,130 Eat8 Gt Alcantarap Shz Nav Acc Keyl 360,Automatic,2024,10,Petrol,Peugeot,Mid-Range
1840,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1841,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1842,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1843,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1844,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1845,Peugeot 208,22199,100 Allure Shz Kam180° Privg Led Pdc Mirrorl,Manual,2024,10,Petrol,Peugeot,Mid-Range
1846,Fiat 500,13782,Mild Hybrid Lounge *navi*eph*style-paket*,Manual,2020,33753,Hybrid,Fiat,Low-Range
1847,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1848,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1849,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1850,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1851,Toyota C-hr,29995,2.0 Hyb 184 Teamd Led Shz Acc Pdc Keyless,Automatic,2024,10,Hybrid,Toyota,Mid-Range
1852,Renault Megane,32837,Iv 1.8 Tce 280 R.s. Kam Nav Head Shz,Manual,2020,13615,Petrol,Renault,Unknown
1853,Nissan Qashqai,34814,Mhev Cvt 158 Tekna Facelift Hud Bose 360,Automatic,2024,10,Petrol,Nissan,Mid-Range
1854,Mercedes-benz Classe A,26092,Progressive*led*mbux-high*shz*parkass*dab,Automatic,2020,39600,Petrol,Mercedes-benz,Luxury
1855,Hyundai Tucson,34595,1.6 T-gdi Hev 215 Dct Facelift Nav Pdc,Automatic,2024,10,Hybrid,Hyundai,Low-Range
1856,Audi Q5,48603,Sportback 50 Tdi Qu. Edition One Matrix/pano,Automatic,2021,142000,Diesel,Audi,Luxury
1857,Volkswagen Tiguan,30013,Elegance 4m Matrix Ahk Navi 360°sheizung,Automatic,2021,115707,Diesel,Volkswagen,Premium
1858,Hyundai Tucson,19360,1.6 T-gdi Premium 4wd,Automatic,2015,64000,Petrol,Hyundai,Low-Range
1859,Audi Q3,21442,2.0 Tdi Quattro S Tronic 135kw Sport,Automatic,2015,109200,Diesel,Audi,Luxury
1860,Volkswagen Tiguan,32963,2.0tdi Dsg R-line Black Style Navi Kamera,Automatic,2021,90668,Diesel,Volkswagen,Premium
1861,Volkswagen T-roc,20902,1.0 Tsi Style *pdc *carplay*,Manual,2021,45050,Petrol,Volkswagen,Premium
1862,Renault Captur,23684,Evoultion Tce 90 Aktionsfahrzeug,Manual,2024,20,Petrol,Renault,Unknown
1863,Renault Captur,24184,Evoultion Tce 90 Aktionsfahrzeug,Manual,2024,20,Petrol,Renault,Unknown
1864,Porsche Macan,72078,Gts Pdk Sportsitze 18 Wege Panorama Entry Bose,Automatic,2021,55458,Petrol,Porsche,Ultra-Luxury/Exotic
1865,Porsche Macan,72078,Gts Pdk Sportsitze 18 Wege Panorama Entry,Automatic,2021,55458,Petrol,Porsche,Ultra-Luxury/Exotic
1866,Nissan Qashqai,10750,!n-connecta!360 Grad Kamera!panorama!,Manual,2015,96896,Petrol,Nissan,Mid-Range
1867,Mercedes-benz Classe A,17898,Be Urban 7g-dct /led/r-kamera/pano/night,Automatic,2016,141200,Petrol,Mercedes-benz,Luxury
1868,Citroen C3,19261,Max 1.2 Vti Led/navi/kamera/shz/klimaauto/ass,Manual,2024,10,Petrol,Citroen,Mid-Range
1869,Audi A6,38949,Avant 40 Tdi Quattro Sport Standheiz*led*ahk,Automatic,2022,39998,Diesel,Audi,Luxury
1870,Audi A4,25697,40 Tfsi Sport ~led~navi~kam~8fach,Automatic,2019,70000,Petrol,Audi,Luxury
1871,Audi A4,27892,Lim. 40 Tdi Quattro Advanced Led Bang&olufsen,Automatic,2020,129000,Diesel,Audi,Luxury
1872,Audi A4,22925,Avant 35 Tdi Sport Led Navi Automatik 17 Zoll,Automatic,2021,145000,Diesel,Audi,Luxury
1873,Audi A3,28918,40 Tfsi E S Line~dig.cockpit~2xsline~optikpak,Automatic,2022,61019,Hybrid,Audi,Luxury
1874,Audi A3,22760,Sportback 35 Tfsi Advanced Led Acc Pdc,Manual,2021,100000,Petrol,Audi,Luxury
1875,Volvo V60,31980,Kombi Inscription Expression Recharge Plug-i,Automatic,2021,79000,Hybrid,Volvo,Premium
1876,Volkswagen Tiguan,16646,"Trend & Fun 1,4tsi 2.hand Dsg-getriebe",Automatic,2015,61100,Petrol,Volkswagen,Premium
1877,Volkswagen T-roc,20902,1.0 Tsi Style *pdc *carplay*,Manual,2021,45050,Petrol,Volkswagen,Premium
1878,Peugeot 508,21294,Sw Allure Gt-line*r-cam*navi*head-up*ahk*aut,Automatic,2018,74935,Diesel,Peugeot,Mid-Range
1879,Audi Q2,26592,35 Tfsi Carplay-navi*led*pdc,Automatic,2021,49020,Petrol,Audi,Luxury
1880,Audi A6,38949,Avant 40 Tdi Quattro Sport Standheiz*led*ahk,Automatic,2022,39998,Diesel,Audi,Luxury
1881,Audi A5,26515,Coupe 2.0 Tfsi S Tronic S Line Sport *virtual,Automatic,2018,142000,Petrol,Audi,Luxury
1882,Audi A4,25697,40 Tfsi Sport ~led~navi~kam~8fach,Automatic,2019,70000,Petrol,Audi,Luxury
1883,Audi A3,22958,"Sportback 2,0tdi Behindertengerecht Rollstuhl",Automatic,2015,99890,Diesel,Audi,Luxury
1884,Audi A3,28918,40 Tfsi E S Line~dig.cockpit~2xsline~optikpak,Automatic,2022,61019,Hybrid,Audi,Luxury
1885,Volkswagen T-roc,27092,1.5 Tsi R-line Dsg*sitzheizung*acc*19zoll,Automatic,2021,51411,Petrol,Volkswagen,Premium
1886,Volkswagen Tiguan,29404,2.0 Tsi Comfortline Bmt 4motion Carplay+s,Automatic,2020,56500,Petrol,Volkswagen,Premium
1887,Volkswagen Tiguan,29063,2.0 Tdi 3x R-line 4motion*virtual/standhz,Automatic,2020,144000,Diesel,Volkswagen,Premium
1888,Volkswagen Tiguan,30743,2.0 Tdi Highline/r-line 4motion Ahk*led*s,Automatic,2017,85530,Diesel,Volkswagen,Premium
1889,Peugeot 308,13718,Sw Allure*leder*navi*alu*scheckheft*garantie,Automatic,2017,114853,Petrol,Peugeot,Mid-Range
1890,Audi A1,21939,Sportback 30 Tfsi *led*carplay-navi,Manual,2021,27965,Petrol,Audi,Luxury
1891,Volkswagen Tiguan,26726,Highline Bmt/start-s 4motion Head-up Pano,Automatic,2018,112000,Petrol,Volkswagen,Premium
1892,Volkswagen Polo,11363,"V 1.2tsi, Comfortline Bmt/start-stopp",Manual,2017,147200,Petrol,Volkswagen,Premium
1893,Volkswagen Polo,12255,"V 1.2tsi,lounge Bmt/start-stopp",Manual,2015,96500,Petrol,Volkswagen,Premium
1894,Peugeot 308,13718,Sw Allure*leder*navi*alu*scheckheft*garantie,Automatic,2017,114853,Petrol,Peugeot,Mid-Range
1895,Audi Q5,31023,2.0 Tdi Quattro S Tronic Design,Automatic,2017,104000,Diesel,Audi,Luxury
1896,Audi A3,24171,35 Tfsi Sportback Advanced,Manual,2020,63000,Petrol,Audi,Luxury
1897,Renault Megane,18697,Iv Grandtour Business Tuv/au&garantie,Automatic,2020,76100,Diesel,Renault,Unknown
1898,Renault Megane,18548,Grandtour 1.5 Dci Automatik Led Edition,Automatic,2020,29911,Diesel,Renault,Unknown
1899,Renault Captur,15695,Tce 120  *led*navi*keyless*,Manual,2017,28391,Petrol,Renault,Unknown
1900,Hyundai Tucson,26883,Premium Mild-hybrid 4wd Tuv&garantie,Automatic,2018,113610,Diesel,Hyundai,Low-Range
1901,Fiat 500,13834,Mild Hybrid Launch Edition *navi*pdc*city-paket*,Manual,2020,58355,Hybrid,Fiat,Low-Range
1902,Fiat 500,18450,E Icon 42 Kwh Akku - Alufelgen Einparkhilfe,Automatic,2022,5750,Electric,Fiat,Low-Range
1903,Dacia Sandero,13565,Ii Stepway Celebration,Manual,2020,92720,Petrol,Dacia,Low-Range
1904,Audi A6,38293,Avant 50 Tdi S Line Quattro Tiptronic,Automatic,2020,130000,Diesel,Audi,Luxury
1905,Audi A4,22225,Tdi S Tronic Avant Quattro S-line,Automatic,2016,123920,Diesel,Audi,Luxury
1906,Volkswagen T-roc,25694,Style 4motion Tuvau Neu&garantie,Automatic,2020,91170,Diesel,Volkswagen,Premium
1907,Nissan Qashqai,18916,Acenta Tuv&au Neu&garantie,Automatic,2019,128420,Petrol,Nissan,Mid-Range
1908,Audi Q5,42049,40 Tdi Quattro S-line*virtual/matrix/pano,Automatic,2022,33000,Diesel,Audi,Luxury
1909,Audi A5,22817,Coupe 2.0 Tdi Quattro Tuv&au Neu&garantie,Automatic,2015,59670,Diesel,Audi,Luxury
1910,Peugeot 3008,28431,Hybrid4 300 Gt Plug-in*panorama*leder*kam.*,Automatic,2020,67496,Hybrid,Peugeot,Mid-Range
1911,Peugeot 3008,29825,Hybrid4 300 Gt Plug-in*leder*panorama*navi*,Automatic,2020,22181,Hybrid,Peugeot,Mid-Range
1912,Peugeot 3008,36467,Hybrid 225 Gt *navi*pano*obl7.4kw*el.heckkl*,Automatic,2023,7582,Hybrid,Peugeot,Mid-Range
1913,Peugeot 208,17982,Ptech 100 Allure *apple/android*kamera*,Manual,2020,33300,Petrol,Peugeot,Mid-Range
1914,Peugeot 208,21529,Elektro 136 Gt Pack *navi*pano*sitzh*,Automatic,2021,23766,Electric,Peugeot,Mid-Range
1915,Peugeot 208,19202,136 Elektro Allure *navi*kamera*pdc*,Automatic,2021,41500,Electric,Peugeot,Mid-Range
1916,Peugeot 208,22423,Ptech 100 Eat8 Allure Pack *navi*sitzh*,Automatic,2023,7337,Petrol,Peugeot,Mid-Range
1917,Volkswagen Tiguan,25915,R-line 4motion Pano,Automatic,2017,131100,Diesel,Volkswagen,Premium
1918,Volkswagen Polo,10111,V Highline Bmt/start-stopp 1.hand,Manual,2016,76650,Petrol,Volkswagen,Premium
1919,Audi Q3,37139,"Advanced 1,5 Tsi S-tronic Navi Led Aps Shz Vi",Automatic,2021,28000,Petrol,Audi,Luxury
1920,Audi A5,24916,Sb Sport Bang Olufsen Pano Ambiente Carplay,Manual,2017,118000,Petrol,Audi,Luxury
1921,Peugeot 5008,37297,Allure Pack Puretech 130,Manual,2023,3,Petrol,Peugeot,Mid-Range
1922,Peugeot 2008,26657,130 Eat8 Allure 1.2 Puretech*navi*shz*kam.*,Automatic,2024,43,Petrol,Peugeot,Mid-Range
1923,Citroen C3,12529,"Shine 110 1.hd, Hu/inspektion Neu",Automatic,2019,72500,Petrol,Citroen,Mid-Range
1924,Peugeot 308,21455,Sw Ptech 130 Eat8 Allure Gt-line *navi*pano*,Automatic,2020,21246,Petrol,Peugeot,Mid-Range
1925,Peugeot 208,19555,Elektro 136 Active Pack *apple/android*einparkh*,Automatic,2021,34423,Electric,Peugeot,Mid-Range
1926,Toyota C-hr,30887,1.8 Hybrid Lounge | Nav | Rfk | Leder,Automatic,2023,9128,Hybrid,Toyota,Mid-Range
1927,Toyota Rav4,46815,Hybrid 4x4 Lounge | 360° | Nav | Sb |leder,Automatic,2023,10293,Hybrid,Toyota,Mid-Range
1928,Nissan Qashqai,19812,Tekna 4x4*1.hand*pan-d*360°leder*led*,Manual,2015,52600,Diesel,Nissan,Mid-Range
1929,Peugeot 3008,28431,Hybrid4 300 Gt Plug-in*panorama*leder*kam.*,Automatic,2020,67496,Hybrid,Peugeot,Mid-Range
1930,Audi Q3,38646,35 Tdi Quattro S Tronic/led/,Automatic,2021,48284,Diesel,Audi,Luxury
1931,Audi A4,34742,Avant 40 Tdi Quattro S Tronic S-line/matrix/pano.,Automatic,2021,113670,Diesel,Audi,Luxury
1932,Audi A5,32897,Coupe 40 Tdi Quattro Advanced/kamera/standhzg/,Automatic,2020,73611,Diesel,Audi,Luxury
1933,Peugeot 3008,29825,Hybrid4 300 Gt Plug-in*leder*panorama*navi*,Automatic,2020,22181,Hybrid,Peugeot,Mid-Range
1934,Peugeot 308,21455,Sw Ptech 130 Eat8 Allure Gt-line *navi*pano*,Automatic,2020,21246,Petrol,Peugeot,Mid-Range
1935,Peugeot 208,19555,Elektro 136 Active Pack *apple/android*einpa,Automatic,2021,34423,Not specified,Peugeot,Mid-Range
1936,Citroen C4,23902,Ptech 130 Eat8 Shine *navi*drive-assist-plus*,Automatic,2021,13702,Petrol,Citroen,Mid-Range
1937,Audi A4,32813,Avant 40 Tdi Quattro Sport S-line,Automatic,2019,81000,Diesel,Audi,Luxury
1938,Audi A3,20497,Sportback 35 Tfsi Design 150ps/led/63.700km,Manual,2018,63700,Petrol,Audi,Luxury
1939,Volkswagen Polo,19792,Vi Gti Aut Dsg/led/virtual Cockpit/dcc/1.hd,Automatic,2018,107400,Petrol,Volkswagen,Premium
1940,Nissan Qashqai,15847,Acenta,Manual,2015,67000,Petrol,Nissan,Mid-Range
1941,Hyundai Tucson,20345,Premium 4wd Kamera+leder+spurhal.+keyless,Manual,2017,84600,Petrol,Hyundai,Low-Range
1942,Fiat 500,14828,Rockstar,Manual,2020,41000,Petrol,Fiat,Low-Range
1943,Audi A4,23758,35 Tfsi S Line,Manual,2020,83177,Petrol,Audi,Luxury
1944,Audi A4,23758,35 Tfsi S Line,Manual,2020,83177,Petrol,Audi,Luxury
1945,Audi A4,26653,Avant 35 Tfsi Aut./mmi Navi +/dab/led/shz/,Automatic,2022,77000,Hybrid,Audi,Luxury
1946,Peugeot 508,13669,Allure *vollledr*head-up Display*led,Automatic,2016,99000,Petrol,Peugeot,Mid-Range
1947,Nissan Qashqai,19812,Tekna 4x4*1.hand*pan-d*360°leder*led*,Manual,2015,52600,Diesel,Nissan,Mid-Range
1948,Hyundai Tucson,20345,Premium 4wd Kamera+leder+spurhal.+keyless,Manual,2017,84600,Petrol,Hyundai,Low-Range
1949,Citroen C3,14848,Shine Led/navi/app-connect/klimaaut./alu/pdc,Manual,2021,23800,Petrol,Citroen,Mid-Range
1950,Bmw X3,36342,Xdrive 20d M Sport*top Zustand*volle Garantie,Automatic,2020,117800,Diesel,Bmw,Luxury
1951,Audi A4,26653,Avant 35 Tfsi Aut./mmi Navi +/dab/led/shz/,Automatic,2022,77000,Petrol,Audi,Luxury
1952,Audi A3,27233,Lim. Aut./s-line Sport +/led/b&o/pano/virtual,Automatic,2019,74890,Petrol,Audi,Luxury
1953,Renault Clio,12209,Energy Dci 90 Start,Manual,2018,119000,Diesel,Renault,Unknown
1954,Volvo V60,22959,D4 190 Ps Inscription/pano/navi/kamera/sitzheiz,Automatic,2020,148000,Diesel,Volvo,Premium
1955,Volkswagen T-roc,33006,Life Dsg+app-navi+shz+acc+kamera+led+alarm,Automatic,2024,14,Petrol,Volkswagen,Premium
1956,Peugeot 508,15090,Sw Allure.automatik**head-up-display*euro 6,Automatic,2016,112000,Petrol,Peugeot,Mid-Range
1957,Peugeot 308,16790,Ruckfahrk./tempom./sitzhzg./navig./,Automatic,2018,133000,Diesel,Peugeot,Mid-Range
1958,Nissan Qashqai,17654,N-connecta,Automatic,2016,109000,Diesel,Nissan,Mid-Range
1959,Dacia Sandero,12844,Iii Essential*1.hand*lpg*wenig Km.,Manual,2021,61362,LPG,Dacia,Low-Range
1960,Dacia Sandero,10610,,Manual,2017,73000,Petrol,Dacia,Low-Range
1961,Citroen C4,10082,Lim. Live,Manual,2017,97000,Petrol,Citroen,Mid-Range
1962,Volkswagen Tiguan,34592,1.5 Tsi Dsg Move Navi Led Ahk Acc,Automatic,2023,37000,Petrol,Volkswagen,Premium
1963,Volkswagen T-roc,45437,R Akrapovic Anlage Acc Navi Dcc,Automatic,2023,7258,Petrol,Volkswagen,Premium
1964,Volkswagen Polo,18617,1.0 Tsi Dsg Navi Acc Klimatronic Comfortli,Automatic,2021,110092,Petrol,Volkswagen,Premium
1965,Renault Megane,21475,Iv Lim°r.s. Line°navi°kamera°led°head Up°,Manual,2021,31846,Petrol,Renault,Unknown
1966,Dacia Duster,19496,Ii Comfort°klima°einparkhilfe°aus 1.hand°,Manual,2022,19448,Petrol,Dacia,Low-Range
1967,Dacia Duster,16175,Ii Adventure°kamera°shz°led°aus 1.hand°,Manual,2019,87803,Petrol,Dacia,Low-Range
1968,Audi A3,37297,Sportback 35 Tfsi S Line/pano/matrix/navi/sh/,Automatic,2023,385,Petrol,Audi,Luxury
1969,Audi A3,36049,Sportback 45 Tfsi E S Line Black/pano/hud/b&o,Automatic,2021,25990,Hybrid,Audi,Luxury
1970,Volkswagen Tiguan,43177,Goal 2.0l Tdi Dsg Navi Ahk Acc Elkt. Heck,Automatic,2024,6582,Diesel,Volkswagen,Premium
1971,Volkswagen Polo,10709,1.0 (blue Motion Technology) Comfortline,Manual,2015,85980,Petrol,Volkswagen,Premium
1972,Volkswagen Polo,12889,V Cross Bmt/start-stopp * Pdc * 1.hand*,Manual,2014,131000,Petrol,Volkswagen,Premium
1973,Volkswagen Polo,17417,Cross-nur 39 Tkm-kamera-autom.-led/xenon-navi,Automatic,2017,38850,Petrol,Volkswagen,Premium
1974,Volkswagen Polo,23057,Vi Style App-aut-shz-pdc-iq Light,Automatic,2023,6000,Petrol,Volkswagen,Premium
1975,Volkswagen Polo,11077,Comfortline,Manual,2017,88204,Petrol,Volkswagen,Premium
1976,Renault Clio,16175,V Edition One°leder°kamera°navi°led°,Manual,2020,23324,Petrol,Renault,Unknown
1977,Nissan Qashqai,19958,Tekna+°pano°leder°kamera°neues Modell!,Automatic,2017,124406,Diesel,Nissan,Mid-Range
1978,Nissan Qashqai,23817,Tekna 4x4 Ahk/ Leder/ Navi/ 360 Grad Kam,Automatic,2020,109400,Diesel,Nissan,Mid-Range
1979,Citroen C3,14318,Shine Led-navi-kamera-tempomat-szh,Manual,2023,75000,Diesel,Citroen,Mid-Range
1980,Audi Q2,24531,Sport 35 Tsi S Tronic Navi Acc Ruckfahrkamera,Automatic,2020,87491,Petrol,Audi,Luxury
1981,Audi Q2,24531,Sport 35 Tsi S Tronic Navi Acc Ruckfahrkamera,Automatic,2020,87491,Petrol,Audi,Luxury
1982,Audi A5,27553,G-tron 2.0 Tfsi*s-line*individual*massage*matrix,Automatic,2018,5700,Petrol,Audi,Luxury
1983,Audi A4,34282,Avant 40 Tdi Quattro Advanced//pano/led/ahk//,Automatic,2020,89950,Diesel,Audi,Luxury
1984,Audi A5,27553,G-tron 2.0 Tfsi*s-line*individual*massage*matrix,Automatic,2018,5700,Others,Audi,Luxury
1985,Volkswagen Tiguan,32746,Life 1.5tsi*led*dab*acc*lenkradheiz.*ahk*,Automatic,2022,18572,Petrol,Volkswagen,Premium
1986,Peugeot 208,10454,"Active 1,6 Klima/tempomat/sh/mfl/scheckheft",Manual,2017,114532,Diesel,Peugeot,Mid-Range
1987,Dacia Duster,17457,Ii Prestige Navi/kamera/totwinkel/1.hd!,Manual,2018,47300,Petrol,Dacia,Low-Range
1988,Dacia Duster,16734,Ii Comfort Ahk/shz/tempo/unfallfrei!,Manual,2020,59363,LPG,Dacia,Low-Range
1989,Bmw X1,52926,"Xd 23da M-sport,ahk,acc,pano,360°,hud,elsitze",Automatic,2024,22240,Diesel,Bmw,Luxury
1990,Audi Q5,41763,2.0 40 Tdi Quattro Design B&o Ahk Matrix,Automatic,2019,92700,Diesel,Audi,Luxury
1991,Audi Q5,46804,55 Tfsi E S Line+matrix+b&o+22 Zoll Vollaus.,Automatic,2021,69000,Hybrid,Audi,Luxury
1992,Audi Q2,27418,35 1.5tfsi Adv. Acc App.navi Led Shz Eheck Pd,Manual,2022,67200,Petrol,Audi,Luxury
1993,Audi Q2,27418,35 1.5tfsi Adv. Acc App.navi Led Shz Eheck Pd,Manual,2022,67200,Petrol,Audi,Luxury
1994,Audi A3,34307,Lim. 35 Tfsi S Line Virtual/s-sitze/b&o/acc,Automatic,2020,79000,Petrol,Audi,Luxury
1995,Volkswagen T-roc,38204,R 2.0 L 4motion Leder Akrapovic Panodach Klima,Automatic,2020,55325,Petrol,Volkswagen,Premium
1996,Volkswagen T-roc,38697,Style 1.5 Tsi Dsg *ahk*matrix*navi*acc*kamera 1...,Automatic,2024,15,Petrol,Volkswagen,Premium
1997,Volkswagen T-roc,38697,Style 1.5 Tsi Dsg *ahk*matrix*navi*acc*kamera 1...,Automatic,2024,15,Petrol,Volkswagen,Premium
1998,Volkswagen Tiguan,69397,"R-line 2,0 L Tdi Scr 4motion 142 Kw (193",Automatic,2024,5000,Diesel,Volkswagen,Premium
1999,Volkswagen Polo,14957,"V Highline Bmt/start-stopp,1,2tsi,66kw/90ps",Manual,2017,30676,Petrol,Volkswagen,Premium
2000,Nissan Qashqai,29397,1.3 Dig-t Mhev 140ps Tekna Panoglasdach Klimaau...,Manual,2024,2,Petrol,Nissan,Mid-Range
2001,Porsche Macan,48543,Turbo,Automatic,2018,88900,Petrol,Porsche,Ultra-Luxury/Exotic
2002,Land Rover Discovery,35818,Sport R-dynamic Se Awd*black Pack*ahk,Automatic,2020,43171,Petrol,Land,Premium
2003,Hyundai Tucson,34557,Select 1.6 Crdi 136 Dct Mhev Facelift Nav 100 K...,Automatic,2024,10,Diesel,Hyundai,Low-Range
2004,Hyundai Tucson,32527,Select 1.6 Crdi 136 Mhev Facelift Nav Kam 100 K...,Manual,2024,10,Diesel,Hyundai,Low-Range
2005,Hyundai Tucson,30737,Select 1.6 T-gdi 160 Facelift Nav Shz Bcw 118 K...,Manual,2024,10,Petrol,Hyundai,Low-Range
2006,Hyundai Tucson,31027,Select 1.6 T-gdi 160 Facelift Nav Shz Bcw 118 K...,Manual,2024,10,Petrol,Hyundai,Low-Range
2007,Audi Q5,41763,2.0 40 Tdi Quattro Design B&o Ahk Matrix Klima,Automatic,2019,92700,Diesel,Audi,Luxury
2008,Audi Q2,27418,35 1.5tfsi Adv. Acc App.navi Led Shz Eheck Pdc,Manual,2022,67200,Petrol,Audi,Luxury
2009,Audi Q2,27418,35 1.5tfsi Adv. Acc App.navi Led Shz Eheck Pdc,Manual,2022,67200,Petrol,Audi,Luxury
2010,Audi A5,53869,Sportback Advanced 40 Tfsi 150(204) Kw(ps) S Troni,Automatic,2023,5000,Petrol,Audi,Luxury
2011,Audi A5,53869,Sportback Advanced 40 Tfsi 150(204) Kw(ps) S,Automatic,2023,5000,Petrol,Audi,Luxury
2012,Audi A3,47657,Sportback 45 Tfsi E 2xs-line Matrix+b&o+ahk,Automatic,2024,7207,Hybrid,Audi,Luxury
2013,Audi A3,26604,Lim. 35tdi Sport*dab*applecar*keyless*virtual,Automatic,2020,56043,Diesel,Audi,Luxury
2014,Volkswagen Tiguan,32813,1.5 Tsi Life Dsg Sport-paket/navi/r-kam,Automatic,2022,23400,Petrol,Volkswagen,Premium
2015,Volkswagen Tiguan,28993,Join 2.0 Tdi 150 Ps 6-gang Klima Navi,Manual,2019,96667,Diesel,Volkswagen,Premium
2016,Volkswagen T-roc,38204,R 2.0 L 4motion Leder Akrapovic Panodach,Automatic,2020,55325,Petrol,Volkswagen,Premium
2017,Renault Megane,14121,Tce 115 Gpf Life 2.hand/klima/s-heft Gepf,Manual,2017,29800,Petrol,Renault,Unknown
2018,Peugeot 2008,18692,Full-led Virtuell-cockpit Acc Navi-groß Cam,Automatic,2021,136264,Diesel,Peugeot,Mid-Range
2019,Peugeot 308,10199,Active Bluehdi 120 Stop & Start Active,Manual,2016,142000,Diesel,Peugeot,Mid-Range
2020,Nissan Qashqai,29397,1.3 Dig-t Mhev 140ps Tekna Panoglasd...,Manual,2024,2,Petrol,Nissan,Mid-Range
2021,Land Rover Discovery,35818,Sport R-dynamic Se Awd*black Pack*ahk,Automatic,2020,43171,Petrol,Land,Premium
2022,Hyundai Tucson,31024,Select 1.6 T-gdi 160 Facelift Nav Shz ...,Manual,2024,10,Petrol,Hyundai,Low-Range
2023,Hyundai Tucson,32527,Select 1.6 Crdi 136 Mhev Facelift Nav ...,Manual,2024,10,Diesel,Hyundai,Low-Range
2024,Citroen C3,22048,110 Eat6 Max Nav Shz Kam Keyless Pdc 16z L...,Automatic,2024,10,Petrol,Citroen,Mid-Range
2025,Citroen C3,22048,110 Eat6 Max Nav Shz Kam Keyless Pdc 16z L...,Automatic,2024,10,Petrol,Citroen,Mid-Range
2026,Audi A4,40149,"Avant 40 Tdi S-tronic, Led, Ahk, Acc, Navi, V",Automatic,2023,26300,Diesel,Audi,Luxury
