,name,price,description,trassmition,model,milage,fuel,Brand,Segment
2027,Audi A3,21971,"Limousine 30 Tfsi S-line, Led, Navi , Sportsi",Manual,2020,63800,Petrol,Audi,Luxury
2028,Audi A3,21793,Limousine 35 Sport Super Mega Optik Sz1,Automatic,2019,91000,Petrol,Audi,Luxury
2029,Peugeot 5008,12884,Active*7-sitzer*tuv & Service Neu*,Manual,2016,149900,Petrol,Peugeot,Mid-Range
2030,Nissan Qashqai,17260,1.5d*pan-d*leder*360°tuv & Service Neu*,Manual,2017,66800,Diesel,Nissan,Mid-Range
2031,Volkswagen T-roc,20142,Basis 1.0 Tsi Ahk Shz El. Parkbremse Alu T,Manual,2020,59758,Petrol,Volkswagen,Premium
2032,Volkswagen T-roc,35207,"1.5tsi R-line Facelift Navi+rfk, Acc, Led",Automatic,2024,8227,Petrol,Volkswagen,Premium
2033,Volkswagen Polo,19604,Vi 1.0 Tsi Join*acc*shz*blindspot*kamera*,Automatic,2019,48354,Petrol,Volkswagen,Premium
2034,Land Rover Range Rover Evoque,30118,Rover Evoque Hse*1.hand*luckenlos S.h.gepflegt*,Automatic,2016,94100,Diesel,Land,Premium
2035,Land Rover Range Rover Evoque,31968,Awd*pan-d*leder*led*20''felge,Automatic,2021,96000,Diesel,Land,Premium
2036,Land Rover Discovery,22845,Sport Awd*leder*pan-d*tuv&service Neu*,Automatic,2018,100000,Diesel,Land,Premium
2037,Fiat 500,13673,S Bt-fse*klima*gra,Manual,2017,99898,Petrol,Fiat,Low-Range
2038,Peugeot 308,13110,1.5 Bluehdi Allure Pdc Pano Automatc Szh Led,Automatic,2019,100000,Diesel,Peugeot,Mid-Range
2039,Nissan Qashqai,26597,1.3 Dig-t Mhev 140ps Acenta Panoglas...,Manual,2024,2,Petrol,Nissan,Mid-Range
2040,Hyundai Tucson,34557,Select 1.6 Crdi 136 Dct Mhev Facelift ...,Automatic,2024,10,Diesel,Hyundai,Low-Range
2041,Fiat 500,15194,Dolcevita Panoramadach,Manual,2022,20000,Petrol,Fiat,Low-Range
2042,Audi Q3,42277,Advanced 35 Tfsi 110(150) Kw(ps),Automatic,2024,1,Petrol,Audi,Luxury
2043,Audi A6,71870,50 Tfsie Qu. S Line Acc Matrix R-kamera,Automatic,2024,15500,Hybrid,Audi,Luxury
2044,Audi Q2,42767,"S Line,napa-s,standh,navi,ahk,pano,matrix,soun",Automatic,2023,6500,Petrol,Audi,Luxury
2045,Toyota C-hr,21784,Hybrid*automatik*bi-xenon*kamera*,Automatic,2019,81500,Hybrid,Toyota,Mid-Range
2046,Peugeot 2008,10502,Allure 1-hand Navi Teilleder Usw.,Manual,2016,32970,Petrol,Peugeot,Mid-Range
2047,Fiat 500,13673,S Bt-fse*klima*gra,Manual,2017,99898,Petrol,Fiat,Low-Range
2048,Dacia Duster,10875,I Ice 4x2,Manual,2015,40193,Petrol,Dacia,Low-Range
2049,Bmw X1,25694,Xd20i Sport Aut Led Nav Das Kay Kam Cd Hifi 18,Automatic,2018,71350,Petrol,Bmw,Luxury
2050,Audi Q3,42277,Advanced 35 Tfsi 110(150) Kw(ps),Automatic,2024,1,Petrol,Audi,Luxury
2051,Audi Q3,21991,Sport Quattro*1hand*navi*8xalus*,Automatic,2018,132000,Petrol,Audi,Luxury
2052,Toyota Rav4,22215,Hybrid Style Selection Edition S Ahk Shg,Automatic,2017,135000,Hybrid,Toyota,Mid-Range
2053,Nissan Qashqai,45207,1.5 Vc-t E-power 4x2 Tekna Hud Navi Soundsystem Bo,Automatic,2024,10,Hybrid,Nissan,Mid-Range
2054,Nissan Qashqai,44677,1.5 Vc-t E-power 4x2 N-design Navi Soundsystem Bos,Automatic,2024,10,Hybrid,Nissan,Mid-Range
2055,Nissan Qashqai,42287,1.5 Vc-t E-power 4x2 N-connecta Navi 360 Kamera Le,Automatic,2024,10,Hybrid,Nissan,Mid-Range
2056,Nissan Qashqai,44507,1.5 Vc-t E-power 190 Ps 4x2 Tekna Hud Navi Soundsy,Automatic,2024,10,Hybrid,Nissan,Mid-Range
2057,Nissan Qashqai,50527,1.5 Vc-t E-power 4x2 N-connecta Hud Navi Leder 360,Automatic,2024,10,Hybrid,Nissan,Mid-Range
2058,Peugeot 2008,10843,Allure Panorama Shz Alcantara Touch 11/2026,Manual,2015,123000,Diesel,Peugeot,Mid-Range
2059,Land Rover Discovery,25492,2.0 Sd4 Se,Automatic,2019,145000,Diesel,Land,Premium
2060,Bmw X3,36402,*xdrive*30d*m Sport*led* 360°kamera*ahk*21zo*,Automatic,2019,124980,Diesel,Bmw,Luxury
2061,Land Rover Discovery,17862,Sport S Limited Awd (allrad)/automatik,Automatic,2015,125000,Diesel,Land,Premium
2062,Peugeot 3008,22659,Gt Panorama-led-leder,Automatic,2017,118000,Diesel,Peugeot,Mid-Range
2063,Land Rover Discovery,37107,Sport Hse *panorama-autom.-led*,Automatic,2019,68000,Petrol,Land,Premium
2064,Bmw X3,47001,Xdrive20d*head Up*laser*braun-leder*dab*ahk,Automatic,2022,59000,Diesel,Bmw,Luxury
2065,Bmw X3,29093,Xdrive 20 D*panorama-led-navi*,Automatic,2018,138900,Diesel,Bmw,Luxury
2066,Nissan Qashqai,20859,Tekna4x4-ahk+panoram+leder+nav+kamer+aut,Automatic,2020,118000,Diesel,Nissan,Mid-Range
2067,Audi Q5,60896,50 Tdi Quattro S Line Sportpaket Plus,Automatic,2022,12500,Diesel,Audi,Luxury
2068,Audi Q3,34207,35 Tfsi S Line Sportpaket Plus Top View,Automatic,2020,80000,Petrol,Audi,Luxury
2069,Audi Q3,31934,35 Tfsi *pano-virtual Cockpit-leder*,Automatic,2019,77000,Petrol,Audi,Luxury
2070,Audi A6,32813,Avant 40 Tdi *panorama-led-navi-kamera*,Automatic,2020,94900,Diesel,Audi,Luxury
2071,Audi A5,37372,"Sportback 35 Tdi Advanced, Ahk, Leder, Navi",Automatic,2022,29748,Diesel,Audi,Luxury
2072,Audi A5,37372,"Sportback 35 Tdi Advanced, Ahk, Leder, Navi",Automatic,2022,29748,Diesel,Audi,Luxury
2073,Audi A3,26302,30 Tfsi Sportback Erst.47000km,Automatic,2021,47000,Petrol,Audi,Luxury
2074,Audi A3,29722,40 Tfsi E Sportback Erst.11000km,Automatic,2021,11000,Petrol,Audi,Luxury
2075,Renault Captur,17646,*automatik*erst 74tkm*tempomat*pdc*,Automatic,2016,74240,Petrol,Renault,Unknown
2076,Mercedes-benz Classe A,27465,D Style/mbux Advanced/led/kamera/shz/pts,Automatic,2021,35544,Diesel,Mercedes-benz,Luxury
2077,Audi A3,29722,40 Tfsi E Sportback Erst.11000km,Automatic,2021,11000,Petrol,Audi,Luxury
2078,Audi A3,35287,Sportback 35 Tfsi S Line S-tronic Navi Led,Automatic,2023,5706,Petrol,Audi,Luxury
2079,Volkswagen T-roc,30375,Cabriolet R-line Black Style Leder Led Aid,Automatic,2021,33300,Petrol,Volkswagen,Premium
2080,Volkswagen Polo,22328,United Navi Pano Led Acc Kamera Aid Dab+,Automatic,2021,51600,Petrol,Volkswagen,Premium
2081,Volkswagen Polo,12771,V Highline Led Pdc Shzg Tempomat Alu,Manual,2016,117774,Petrol,Volkswagen,Premium
2082,Peugeot 308,15831,"Sw Active 1,5 D-navi-1 Hand!!nur 51000 Km!!!",Manual,2019,51000,Diesel,Peugeot,Mid-Range
2083,Dacia Duster,14547,Prestige 4x4,Manual,2014,67000,Diesel,Dacia,Low-Range
2084,Mercedes-benz Classe A,23555,Dab+ Led-ambiente Digitaltacho Kamera Shzg,Automatic,2020,35505,Petrol,Mercedes-benz,Luxury
2085,Audi Q5,37277,S Line 2.0 Tdi S Tronic Sport Quattro Ahk Navi,Automatic,2020,78624,Diesel,Audi,Luxury
2086,Bmw X3,47001,Xdrive20d*head Up*laser*braun-leder*dab*ahk,Automatic,2022,59000,Diesel,Bmw,Luxury
2087,Audi A5,29113,Sportback Sport S-line Plus; Nav Vico Aps Dsp,Automatic,2017,103093,Petrol,Audi,Luxury
2088,Mini Cooper,23162,Countryman Navi Ahk,Automatic,2018,36000,Petrol,Mini,Mid-Range
2089,Bmw X3,40580,"Xdrive30da M-sport,acc,ahk,pano,20"",hud,dab",Automatic,2020,65441,Diesel,Bmw,Luxury
2090,Audi Q5,37277,S Line 2.0 Tdi S Tronic Sport Quattro Ahk Nav,Automatic,2020,78624,Diesel,Audi,Luxury
2091,Volkswagen T-roc,35857,"1,5 Tsi R-line Dsg Acc+ahk+einparkh.+led",Automatic,2024,20,Petrol,Volkswagen,Premium
2092,Volkswagen Tiguan,16750,Lounge Sport & Style Bmt,Automatic,2015,97133,Petrol,Volkswagen,Premium
2093,Land Rover Range Rover Evoque,72777,P300e Phev Dyn Se+acc+pano+wipa+,Automatic,2024,2750,Hybrid,Land,Premium
2094,Bmw X1,44953,Xdrive 20d Allrad Ahk-klappbar Navi Digitales Cock,Automatic,2023,20846,Diesel,Bmw,Luxury
2095,Land Rover Range Rover Evoque,72777,P300e Phev Dyn Se+acc+pano+wi,Automatic,2024,2750,Hybrid,Land,Premium
2096,Audi Q3,46977,Sportback 35 Tfsi S-line S-tr. Navi+acc+ahk,Automatic,2024,20,Petrol,Audi,Luxury
2097,Bmw X1,24682,Xdrive 25 D M Sport Aut. Led Kamara Ahk,Automatic,2017,124000,Diesel,Bmw,Luxury
2098,Bmw X1,44953,Xdrive 20d Allrad Ahk-klappbar Navi Digitales,Automatic,2023,20846,Diesel,Bmw,Luxury
2099,Audi Q2,30173,35 Tfsi S-line S-tronic Navi+led+gra+shzg.+17,Automatic,2023,16200,Petrol,Audi,Luxury
2100,Audi A4,34857,Avant S-line 35 Tfsi S-tr. Navi+led+shzg.,Automatic,2023,18500,Petrol,Audi,Luxury
2101,Audi A1,24554,Sportback 35 Tfsi Advanced/led/s-tron/virtual,Automatic,2020,52000,Petrol,Audi,Luxury
2102,Volkswagen T-roc,35857,"1,5 Tsi R-line Dsg Acc+ahk+einparkh.+led",Automatic,2024,20,Petrol,Volkswagen,Premium
2103,Volkswagen T-roc,22601,Bluemotion Technology,Manual,2019,23295,Diesel,Volkswagen,Premium
2104,Volkswagen Polo,23957,"Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20,Petrol,Volkswagen,Premium
2105,Volkswagen Polo,18920,"1,0 Life Led+gra+einparkh.+shzg.",Manual,2023,17400,Petrol,Volkswagen,Premium
2106,Volkswagen Polo,19120,"1,0 Life Led+gra+einparkh.+shzg.",Manual,2023,17300,Petrol,Volkswagen,Premium
2107,Volkswagen Polo,23657,"Life 1,0 Tsi Dsg Acc+led+shzg.+einparkh.+15",Automatic,2024,20,Petrol,Volkswagen,Premium
2108,Volkswagen Polo,20261,"Life 1,0 Gra+shzg.+led+einparkh.+15´´",Manual,2024,20,Petrol,Volkswagen,Premium
2109,Peugeot 5008,24280,Allure Dab+ Led Kamera 180° 7-sitzer,Automatic,2021,133000,Petrol,Peugeot,Mid-Range
2110,Audi Q3,46977,Sportback 35 Tfsi S-line S-tr. Navi+acc+ahk,Automatic,2024,20,Petrol,Audi,Luxury
2111,Audi Q2,30173,35 Tfsi S-line S-tronic Navi+led+gra+shzg.+17,Automatic,2023,16200,Petrol,Audi,Luxury
2112,Audi A6,30183,Avant 45tdi Quattro Virtualcockpit Dsp 1.hand,Automatic,2019,149500,Diesel,Audi,Luxury
2113,Audi A4,34857,Avant S-line 35 Tfsi S-tr. Navi+led+shzg.,Automatic,2023,18500,Petrol,Audi,Luxury
2114,Renault Captur,12211,Xmod 1hd Tuv Neu. 12 Mon. Garantie,Manual,2015,52000,Petrol,Renault,Unknown
2115,Peugeot 5008,28513,Gt Dab+ Kamera 180° Alcantara 7 Sitzer,Automatic,2021,60000,Petrol,Peugeot,Mid-Range
2116,Volkswagen Polo,17501,"Vi 1,0 Tsi Nav+shz+led+pts+apple+android",Manual,2017,76613,Petrol,Volkswagen,Premium
2117,Renault Megane,13424,Tce 115 Gpf Life Grandtour,Manual,2019,76900,Petrol,Renault,Unknown
2118,Dacia Duster,17125,Ii Comfort,Manual,2021,33200,LPG,Dacia,Low-Range
2119,Volkswagen T-roc,30663,1.5 Tsi Life Ahk Beatsaudio Navi Kamera Ap,Manual,2023,13000,Petrol,Volkswagen,Premium
2120,Volkswagen Tiguan,29203,Move 1.5 Tsi Navi+led+18''+stdhzg+app-con,Manual,2023,19935,Petrol,Volkswagen,Premium
2121,Hyundai Tucson,36157,1.6 T-gdi 48v-hybrid 4wd Dct Blackline 132,Automatic,2024,5000,Petrol,Hyundai,Low-Range
2122,Bmw X1,27565,Xdrive25e Advantage Aut. Shz Pdc Klimaaut. Pa,Automatic,2021,41565,Hybrid,Bmw,Luxury
2123,Land Rover Range Rover Evoque,51313,D200 R-dynamic Se,Automatic,2023,24870,Diesel,Land,Premium
2124,Hyundai Tucson,35374,Prime Mild-hybrid 4wd ~navi~led~acc~360°,Automatic,2021,40000,Petrol,Hyundai,Low-Range
2125,Citroen C4,24409,Puretech 130 Stop&start Eat8 Shine,Automatic,2023,23147,Petrol,Citroen,Mid-Range
2126,Audi Q3,36129,35 Tdi Qu. Navi+led+vc+pdc+acc+app-connect+telefon,Automatic,2022,33781,Diesel,Audi,Luxury
2127,Audi Q3,39102,Sportback S Line 40 Tfsi Quattro Led Navi Kamera,Automatic,2021,13169,Petrol,Audi,Luxury
2128,Audi Q3,39102,Sportback S Line 40 Tfsi Quattro Led Navi Kam,Automatic,2021,13169,Petrol,Audi,Luxury
2129,Audi Q3,36129,35 Tdi Qu. Navi+led+vc+pdc+acc+app-connect+te,Automatic,2022,33781,Diesel,Audi,Luxury
2130,Audi A6,41753,45 Tfsi Quattro Led~navi~acc~shz~rfk~apple~,Automatic,2021,66100,Petrol,Audi,Luxury
2131,Volkswagen T-roc,34137,Move Tsi Dsg M. Nw Garantie Bis 03/29 Fla,Automatic,2024,10000,Petrol,Volkswagen,Premium
2132,Volkswagen Polo,21031,Life Light Assist Fernlichtregulierung Fla,Manual,2024,24400,Petrol,Volkswagen,Premium
2133,Audi Q5,53387,Advanced Advanced 40 Tdi Qu. S Tronic Pano Ah,Automatic,2024,27591,Diesel,Audi,Luxury
2134,Audi Q2,41791,Advanced Advanced 40 Tfsi Qu. S Tronic Navi T,Automatic,2024,30747,Petrol,Audi,Luxury
2135,Audi Q2,42237,S Line S Line 40 Tfsi Quattro 140(190) S Tron,Automatic,2024,22321,Petrol,Audi,Luxury
2136,Audi A6,61847,Avant Sport Advanced 40 Tdi Quattro 150(204),Automatic,2023,27087,Diesel,Audi,Luxury
2137,Audi A6,61237,Avant Sport Advanced 40 Tdi Qu. S Tronic Pano,Automatic,2024,28701,Diesel,Audi,Luxury
2138,Audi A6,64237,Avant Design S Line 45 Tfsi Qu. S Tronic Pano,Automatic,2024,24319,Petrol,Audi,Luxury
2139,Audi A6,74407,Avant 55 Tfsi 122.800€ Neupreis Luft Fla Hud,Automatic,2023,300,Petrol,Audi,Luxury
2140,Audi A6,65827,Avant Design S Line 45 Tfsi Quattro 195(265),Automatic,2024,21520,Petrol,Audi,Luxury
2141,Audi A6,64287,Avant Design S Line 45 Tfsi Qu. S Tronic Pano,Automatic,2024,15773,Petrol,Audi,Luxury
2142,Audi A4,50157,Avant Advanced Advanced 40 Tdi Qu. S Tronic V,Automatic,2024,27625,Diesel,Audi,Luxury
2143,Audi A4,41767,Avant Advanced Advanced 35 Tfsi 110(150) S Tr,Automatic,2024,26069,Petrol,Audi,Luxury
2144,Audi A4,42187,Avant Advanced Advanced 35 Tfsi 110(150) S Tr,Automatic,2024,27236,Petrol,Audi,Luxury
2145,Audi A4,51607,Avant Advanced Advanced 40 Tdi Quattro 150(20,Automatic,2024,27280,Diesel,Audi,Luxury
2146,Audi A4,42187,Avant Advanced Advanced 35 Tfsi S Tronic Navi,Automatic,2024,27860,Petrol,Audi,Luxury
2147,Audi A4,52607,Avant S Line S Line 40 Tdi Quattro 150(204) S,Automatic,2024,27509,Diesel,Audi,Luxury
2148,Audi A3,38847,Sportback Advanced Advanced 35 Tdi 110(150) S,Automatic,2024,27315,Diesel,Audi,Luxury
2149,Audi A3,36747,Sportback Advanced Advanced 35 Tfsi S Tronic,Automatic,2024,18735,Petrol,Audi,Luxury
2150,Audi A1,30887,Sportback S Line S Line 25 Tfsi Schaltgetrieb,Manual,2023,9068,Petrol,Audi,Luxury
2151,Mini Cooper,30687,"Essential Trim 3-trg., Start/stop-automatik, Tempo",Manual,2024,7032,Petrol,Mini,Mid-Range
2152,Citroen C4,26903,X Elektromotor Shine Pack,Automatic,2023,10693,Not specified,Citroen,Mid-Range
2153,Audi A1,24976,Allstreet 25 Tfsi Sitzheizung Navigation Einp,Manual,2022,15484,Petrol,Audi,Luxury
2154,Volkswagen T-roc,39237,Life 1.5 L Tsi Opf 7-gang-dsg Move,Automatic,2024,9990,Petrol,Volkswagen,Premium
2155,Peugeot 5008,21458,Allure Business (1. Hand/ Kamera/ 19% Mwst),Manual,2019,134000,Diesel,Peugeot,Mid-Range
2156,Peugeot 5008,30825,1.5 Hdi Aut. Acc*ahk*led*shz*7-sitze*kamera,Automatic,2023,52929,Diesel,Peugeot,Mid-Range
2157,Peugeot 3008,12389,Allure-navi-pano-hud-shz-tuv+kupplung Neu,Manual,2015,131500,Diesel,Peugeot,Mid-Range
2158,Peugeot 2008,20592,Allure Gt-line * Pano * Kamera * Navi *,Manual,2019,25960,Petrol,Peugeot,Mid-Range
2159,Peugeot 2008,17421,Allure Pano. Rfk. Klimaaut. Bt.,Automatic,2017,24650,Petrol,Peugeot,Mid-Range
2160,Peugeot 308,30749,Sw Allure Pack*navi*virtual*led*ahk*kamera,Automatic,2023,41139,Diesel,Peugeot,Mid-Range
2161,Peugeot 208,10691,Bluehdi 100 Active,Manual,2019,149000,Diesel,Peugeot,Mid-Range
2162,Nissan Qashqai,26422,Acenta Navi 360''kamera,Manual,2023,32600,Petrol,Nissan,Mid-Range
2163,Nissan Qashqai,20554,N-way Navi Kamera Panorama,Manual,2020,58600,Petrol,Nissan,Mid-Range
2164,Hyundai Tucson,24260,Premium 4wd +1 Jahr Garantie+,Automatic,2016,49000,Petrol,Hyundai,Low-Range
2165,Dacia Sandero,12410,Ii Stepway Prestige+1jahr Garantie,Manual,2017,77000,Petrol,Dacia,Low-Range
2166,Dacia Sandero,14224,Ii Stepway Prestige/navi/leder/automatik,Automatic,2019,74920,Petrol,Dacia,Low-Range
2167,Bmw X3,25090,Xdrive *m-paket*head-up*bi-xenon*kamera*navi*,Automatic,2015,140600,Diesel,Bmw,Luxury
2168,Audi Q5,26441,3.0 Tdi Quattro S-line Sport Edition Plus Ahk,Automatic,2016,143911,Diesel,Audi,Luxury
2169,Audi Q5,34333,55 Tfsi E Quattro S-line+garantie,Automatic,2020,110000,Hybrid,Audi,Luxury
2170,Audi Q5,48013,40 Tdi Quattro S Line Pano/matrix/ahk/acc,Automatic,2021,83690,Diesel,Audi,Luxury
2171,Audi A6,40333,Avant 40 Tdi Sport /s-line/matrix/pano/b&o,Automatic,2019,75800,Diesel,Audi,Luxury
2172,Audi A6,23765,2.0 Tdi S-tronic Ahk Bose Led Kamera Navi Sta,Automatic,2017,138900,Diesel,Audi,Luxury
2173,Audi A4,20449,Avant Ambiente Navi*xenon*led*shz*pdc*key-go!,Automatic,2015,90600,Diesel,Audi,Luxury
2174,Audi A3,24525,30 Tdi Acc*navi*shz*ahk*sports*matrix*pdc,Manual,2022,49824,Diesel,Audi,Luxury
2175,Audi A1,18327,Sportback S Line Tfsi Shz|pdc|navi,Automatic,2016,108500,Petrol,Audi,Luxury
2176,Volvo V60,30973,D4 Geartronic Inscription Navi/leder/acc/kam,Automatic,2020,90000,Diesel,Volvo,Premium
2177,Volvo V60,24250,B4 D Geartronic Momentum Pro Acc/virtual/lan,Automatic,2021,129000,Diesel,Volvo,Premium
2178,Volkswagen T-roc,34112,R 2.0 Tsi 4motion Dsg Appconnect/acc/kame,Automatic,2022,25000,Petrol,Volkswagen,Premium
2179,Volkswagen T-roc,18693,"""tuv""garantie""1.hand",Manual,2018,71690,Petrol,Volkswagen,Premium
2180,Toyota Yaris,10286,1.0 Dual-vvti Klima Neue Reifen & Service,Manual,2015,107811,Petrol,Toyota,Mid-Range
2181,Toyota C-hr,21694,1.8i Vvt-i E-cvt Hybrid Club Facelift,Automatic,2020,96430,Hybrid,Toyota,Mid-Range
2182,Renault Clio,20761,Tce 90 Evolution #r.kam #sitzheiz #android&,Manual,2024,10,Petrol,Renault,Unknown
2183,Renault Clio,12175,Iv Life/tempomat/bluetooth/navi,Manual,2019,82000,Petrol,Renault,Unknown
2184,Porsche Macan,69052,Gts 381ps *bose-pasm-pdls+,Automatic,2021,45000,Petrol,Porsche,Ultra-Luxury/Exotic
2185,Peugeot 5008,34987,Allure 1.2 Eat8 Led Shz 7s Acc Leder Sofort,Automatic,2023,220,Petrol,Peugeot,Mid-Range
2186,Peugeot 5008,27784,Gt-line Fullled/panorama/dab/leder-7sitze,Automatic,2020,95000,Diesel,Peugeot,Mid-Range
2187,Peugeot 3008,19793,"Allure/led/360°kamera/gt-line/leder/1,6 Ltr",Automatic,2018,106000,Petrol,Peugeot,Mid-Range
2188,Peugeot 208,13281,1.2 Active 2. Hand Tempomat Pdc Shz Klima Bt,Manual,2019,56906,Petrol,Peugeot,Mid-Range
2189,Land Rover Range Rover Evoque,20850,Pure 4x4/navi/kam/spu-ass/tem,Manual,2016,76000,Diesel,Land,Premium
2190,Land Rover Range Rover Evoque,30907,D180 S Awd Automatik,Automatic,2020,79169,Diesel,Land,Premium
2191,Hyundai Tucson,17547,Bluestyle 1.7cdri Navi Kamera Led Pdc Ahk,Manual,2015,76000,Diesel,Hyundai,Low-Range
2192,Hyundai Tucson,16745,Blue Passion 2wd,Manual,2018,130000,Petrol,Hyundai,Low-Range
2193,Hyundai Tucson,22038,Premium 4wd/1.hand/tempomat/navi/leder,Automatic,2016,136000,Diesel,Hyundai,Low-Range
2194,Hyundai Tucson,20171,1.6 Gdi 2wd,Manual,2019,55377,Petrol,Hyundai,Low-Range
2195,Hyundai Tucson,21078,1.6 T-gdi Automatik Led,Automatic,2018,58000,Petrol,Hyundai,Low-Range
2196,Fiat 500,13353,*volle Garantie*top Zustand*,Manual,2020,56700,Petrol,Fiat,Low-Range
2197,Fiat 500,14554,Star Mild Hybrid*pano*navi*shz*pdc*leder*dab,Manual,2020,55000,Hybrid,Fiat,Low-Range
2198,Fiat 500,14554,Star Mild Hybrid*pano*navi*shz*pdc*leder*dab,Manual,2020,55000,Petrol,Fiat,Low-Range
2199,Fiat 500,13353,*volle Garantie*top Zustand*,Manual,2020,56700,Petrol,Fiat,Low-Range
2200,Fiat 500,14830,*aut./alu/einparkhilfe/panorama/top*,Automatic,2017,20500,Petrol,Fiat,Low-Range
2201,Dacia Duster,17125,Ii Comfort,Manual,2021,33200,LPG,Dacia,Low-Range
2202,Dacia Duster,16195,Ii Deal/ Nur 20tkm /1te Hand/tuv&insp Neu,Manual,2021,20000,Petrol,Dacia,Low-Range
2203,Bmw X3,37154,Xdrive 20 D Advantage,Automatic,2021,63331,Diesel,Bmw,Luxury
2204,Bmw X3,60937,Xdrive30d Navi/acc/kamera/virtual/ahk/side,Automatic,2024,9000,Diesel,Bmw,Luxury
2205,Bmw X1,22784,Sdrive 18d Advantage 1.hand|navi|pdc|garantie,Manual,2020,104000,Diesel,Bmw,Luxury
2206,Bmw X1,28854,Xdrive 25 E Advantage/driv.ass.prof.,Automatic,2021,65850,Hybrid,Bmw,Luxury
2207,Bmw X1,21749,Sdrive18d M Sport Paket ///m Aerodynamik,Automatic,2018,129000,Diesel,Bmw,Luxury
2208,Audi Q5,46492,40 Tdi Quattro S Tronic S Line,Automatic,2022,58000,Diesel,Audi,Luxury
2209,Audi Q5,35273,40 Tdi Quattro S Tronic Navi/temp/virtual/hud,Automatic,2021,96000,Diesel,Audi,Luxury
2210,Audi Q5,44018,50 Tdi Quattro Tiptronic S Line Navi/acc/virt,Automatic,2021,53000,Diesel,Audi,Luxury
2211,Audi Q5,38192,45 Tfsi Quattro S Tronic Advanced Carplay/acc,Automatic,2021,50000,Petrol,Audi,Luxury
2212,Audi Q5,44505,40 Tdi Quattro S Tronic Advanced Carplay/acc/,Automatic,2023,19000,Diesel,Audi,Luxury
2213,Audi Q5,53717,40 Tdi Quattro S Tronic S Line Navi/acc/kamer,Automatic,2024,9000,Diesel,Audi,Luxury
2214,Audi Q5,35953,3.0 Tdi Quattro Tiptronic S Line,Automatic,2018,126000,Diesel,Audi,Luxury
2215,Audi Q5,31003,"3.0tdi S Line Sport Kamerapanositzklima20""b&o",Automatic,2018,73000,Diesel,Audi,Luxury
2216,Audi Q5,43012,40 Tdi Quattro S Tronic Advance Carplay/acc/k,Automatic,2023,38000,Diesel,Audi,Luxury
2217,Audi Q5,35583,45 Tfsi Quattro S Tronic S Line Carplay/acc/l,Automatic,2021,100000,Petrol,Audi,Luxury
2218,Audi Q3,36513,45 Tfsie S Tronic Carplay/acc/virtual/lane/si,Automatic,2023,11000,Hybrid,Audi,Luxury
2219,Audi Q3,30971,35 Tfsi S Line Carplay/acc/virtual/lane/led/,Automatic,2020,70000,Petrol,Audi,Luxury
2220,Audi Q3,35218,45 Tfsi Sportback Quattro S Tronic Navi/leder,Automatic,2020,50000,Petrol,Audi,Luxury
2221,Audi Q3,31839,35 Tfsi Sportback Carplay/acc/kamera/virtual/,Manual,2021,22000,Petrol,Audi,Luxury
2222,Audi Q3,29033,45 Tfsi Quattro S Tronic Advanced Carplay/acc,Automatic,2019,93000,Petrol,Audi,Luxury
2223,Audi Q3,39297,35 Tfsi S Tronic Advanced Carplay/acc/virtual,Automatic,2024,4000,Petrol,Audi,Luxury
2224,Audi Q3,38423,35 Tfsi S Tronic S Line Carplay/acc/virtual/l,Automatic,2023,14000,Petrol,Audi,Luxury
2225,Audi Q3,27597,35 Tfsi S Line Leder/temp/virtual/b&o/lane/si,Manual,2020,78000,Petrol,Audi,Luxury
2226,Audi Q3,35192,35 Tdi S Tronic Advanced Carplay/acc/virtual,Automatic,2023,65000,Diesel,Audi,Luxury
2227,Audi Q3,38441,45 Tfsie S Tronic Carplay/acc/virtual/lane/si,Automatic,2023,5000,Hybrid,Audi,Luxury
2228,Audi Q2,32892,35 Tdi 3* S Line / Pano./ R-kamera / 1.hd /,Automatic,2023,66000,Diesel,Audi,Luxury
2229,Audi Q2,19928,1.4 Tfsi Cod Sport Carplay/temp/shzg/,Manual,2017,60000,Petrol,Audi,Luxury
2230,Audi A6,31183,Avant 50 Tdi Quattro Tiptronic S Line Navi/le,Automatic,2018,133000,Diesel,Audi,Luxury
2231,Audi A6,32471,40 Tdi S Tronic Sport Navi/acc/kamera/lane/le,Automatic,2020,72000,Diesel,Audi,Luxury
2232,Audi A6,29497,Avant 35 Tdi S Tronic Navi/lane/led/,Automatic,2020,73000,Diesel,Audi,Luxury
2233,Audi A6,37171,50 Tdi Quattro Tiptronic Sport Navi/acc/kamer,Automatic,2021,74000,Diesel,Audi,Luxury
2234,Audi A6,33913,45 Tfsi Quattro S Tronic Sport Navi/acc/kamer,Automatic,2020,99000,Petrol,Audi,Luxury
2235,Audi A6,38112,40 Tdi S Tronic Sport Navi/acc/kamera/lane/,Automatic,2021,22000,Diesel,Audi,Luxury
2236,Audi A6,37192,45 Tfsi Quattro S Tronic Sport Navi/acc/lane/,Automatic,2020,36000,Petrol,Audi,Luxury
2237,Audi A6,29123,Avant 40 Tdi S Tronic Design Navi/leder/acc/a,Automatic,2021,150000,Diesel,Audi,Luxury
2238,Audi A5,45412,Cabrio 40 Tfsi S Line Navi/acc/kamera/virtual,Automatic,2022,25000,Petrol,Audi,Luxury
